,,,,,,,,,
,Datetime,Refrigeration Unit - 1,,Refrigeration Unit - 2,,Refrigeration Unit - 3,,Refrigeration Unit - 4,
,8/2/17 23:30,0.00,6.03,3.43,5.66,0.00,13.91,0.31,1.47
,8/2/17 23:31,0.00,6.63,3.42,4.94,0.00,14.18,0.31,2.13
,8/2/17 23:32,0.00,6.94,3.39,4.16,0.00,14.28,0.31,2.53
,8/2/17 23:33,0.00,7.22,3.37,3.56,0.00,14.37,0.31,2.84
,8/2/17 23:34,0.00,7.40,3.35,3.09,0.00,14.53,0.31,3.12
,8/2/17 23:35,0.00,7.59,3.38,2.63,0.00,14.72,0.31,3.34
,8/2/17 23:36,0.00,7.72,3.36,2.22,0.00,14.84,0.30,3.50
,8/2/17 23:37,0.15,8.22,3.37,1.84,0.00,15.00,2.39,3.44
,8/2/17 23:38,0.29,7.37,3.40,1.50,0.00,15.09,2.37,2.62
,8/2/17 23:39,1.23,6.75,3.39,1.22,0.00,15.19,2.33,1.88
,8/2/17 23:40,0.29,6.53,3.36,1.03,0.00,15.37,2.33,1.41
,8/2/17 23:41,0.29,6.65,3.35,0.75,0.00,15.50,2.34,1.09
,8/2/17 23:42,2.33,6.37,0.00,1.62,0.00,15.59,1.34,0.97
,8/2/17 23:43,2.19,5.31,0.00,5.75,0.00,15.72,0.31,1.28
,8/2/17 23:44,2.15,4.56,0.00,7.12,0.00,15.75,0.31,2.06
,8/2/17 23:45,2.17,4.13,0.00,7.90,0.00,15.97,,2.59
,8/2/17 23:46,2.17,3.72,0.00,8.18,0.00,15.97,0.31,2.91
,8/2/17 23:47,2.16,3.31,0.00,8.56,,15.84,0.31,3.12
,8/2/17 23:48,2.17,2.97,0.00,9.00,0.00,15.41,0.31,3.37
,8/2/17 23:49,2.16,2.62,0.00,9.31,0.27,14.41,0.31,3.53
,8/2/17 23:50,2.17,2.37,0.00,9.59,0.27,12.19,2.43,3.31
,8/2/17 23:51,0.29,2.38,0.00,10.53,0.27,10.87,2.32,2.47
,8/2/17 23:52,0.29,3.43,0.00,10.56,1.37,10.41,2.27,1.81
,8/2/17 23:53,1.29,4.43,0.00,10.56,2.08,9.75,2.28,1.41
,8/2/17 23:54,2.28,4.31,0.00,10.22,2.05,9.37,2.29,1.09
,8/2/17 23:55,2.14,3.84,0.00,9.97,2.08,9.09,0.31,1.00
,8/2/17 23:56,2.17,4.47,0.00,9.87,2.09,8.78,0.31,1.41
,8/2/17 23:57,2.20,5.19,0.00,9.78,2.09,8.47,0.31,2.16
,8/2/17 23:58,2.20,5.34,0.00,9.75,2.09,8.19,0.31,2.59
,8/2/17 23:59,2.22,5.28,0.00,9.72,2.09,7.94,0.31,2.94
,8/3/17 0:00,2.23,4.75,0.19,9.62,2.10,7.75,0.31,3.19
,8/3/17 0:01,2.23,4.43,0.39,6.75,2.11,7.53,0.31,3.40
,8/3/17 0:02,2.22,4.10,0.39,5.78,2.11,7.31,0.31,3.56
,8/3/17 0:03,2.22,3.66,1.87,5.84,2.12,7.12,2.40,3.22
,8/3/17 0:04,2.22,3.34,3.38,5.00,2.12,6.97,2.28,2.50
,8/3/17 0:05,2.21,3.00,3.37,3.78,2.12,6.81,2.28,2.19
,8/3/17 0:06,2.21,2.69,3.31,2.87,2.13,6.62,2.29,1.78
,8/3/17 0:07,2.21,2.41,3.36,2.19,2.13,6.47,2.34,1.50
,8/3/17 0:08,0.30,2.34,3.30,1.63,,6.34,2.32,1.12
,8/3/17 0:09,0.30,2.75,3.28,1.16,2.14,6.22,0.31,0.97
,8/3/17 0:10,0.30,3.56,3.28,0.75,2.13,6.09,0.31,1.31
,8/3/17 0:11,0.30,4.19,3.28,0.41,2.13,5.97,0.31,1.97
,8/3/17 0:12,1.34,4.87,3.30,0.03,2.14,5.84,0.31,2.47
,8/3/17 0:13,2.25,4.19,3.30,-0.34,2.14,5.72,0.31,2.81
,8/3/17 0:14,2.15,3.63,3.24,-0.69,2.15,5.59,0.31,3.12
,8/3/17 0:15,2.17,3.25,3.23,-1.00,2.14,5.47,0.31,3.31
,8/3/17 0:16,2.18,2.91,3.23,-1.28,2.15,5.40,0.31,3.53
,8/3/17 0:17,2.18,2.56,3.26,-1.56,2.15,5.28,2.38,3.47
,8/3/17 0:18,0.30,2.37,3.24,-1.81,2.13,5.18,2.31,2.59
,8/3/17 0:19,0.30,2.81,3.22,-2.06,2.13,5.09,2.27,1.91
,8/3/17 0:20,0.30,3.62,3.22,-2.31,2.13,5.03,2.31,1.68
,8/3/17 0:21,0.30,4.22,3.25,-2.50,2.13,4.90,2.35,1.47
,8/3/17 0:22,0.30,4.56,3.22,-2.72,2.12,4.84,2.30,1.16
,8/3/17 0:23,0.30,4.78,3.22,-2.90,2.13,4.72,2.32,1.00
,8/3/17 0:24,2.27,4.69,3.21,-3.06,2.14,4.68,0.31,1.03
,8/3/17 0:25,2.19,3.87,3.25,-3.22,2.14,4.59,0.31,1.81
,8/3/17 0:26,2.16,3.28,3.22,-3.40,2.14,4.50,0.31,2.59
,8/3/17 0:27,2.16,2.91,3.21,-3.56,2.14,4.43,0.31,3.03
,8/3/17 0:28,2.17,2.62,3.23,-3.69,2.14,4.37,0.31,3.37
,8/3/17 0:29,0.30,2.37,3.24,-3.81,2.14,4.31,2.43,3.59
,8/3/17 0:30,0.30,2.84,3.19,-3.90,2.15,4.25,2.34,3.41
,8/3/17 0:31,0.30,3.62,3.21,-3.97,2.14,4.31,2.28,2.72
,8/3/17 0:32,0.30,4.22,1.82,-4.09,2.15,4.56,2.29,2.13
,8/3/17 0:33,0.30,4.53,0.40,-3.65,2.14,4.65,2.31,1.78
,8/3/17 0:34,0.30,4.75,0.39,-2.53,2.14,4.62,2.32,1.44
,8/3/17 0:35,1.33,4.78,0.39,-1.53,2.12,4.62,2.35,1.19
,8/3/17 0:36,2.24,4.03,0.39,-0.81,2.13,4.50,1.34,0.97
,8/3/17 0:37,2.15,3.34,0.39,-0.28,2.14,4.34,0.31,1.12
,8/3/17 0:38,2.16,2.94,0.39,0.09,2.13,4.22,0.31,1.88
,8/3/17 0:39,2.16,2.59,0.39,0.31,,4.12,0.31,3.81
,8/3/17 0:40,0.77,2.37,0.39,0.47,2.13,4.03,2.49,4.81
,8/3/17 0:41,0.30,2.81,0.39,0.62,2.14,3.93,2.32,4.75
,8/3/17 0:42,0.30,3.62,0.39,0.78,2.13,3.84,2.34,4.75
,8/3/17 0:43,0.30,4.16,0.39,0.90,2.13,3.78,2.37,4.69
,8/3/17 0:44,0.30,4.50,0.39,1.06,2.13,3.68,2.38,4.06
,8/3/17 0:45,0.30,4.69,0.39,1.25,2.13,3.65,2.37,3.50
,8/3/17 0:46,1.28,4.87,0.39,1.56,2.12,3.56,2.35,3.03
,8/3/17 0:47,2.30,4.25,0.39,1.81,2.11,3.53,2.35,2.66
,8/3/17 0:48,2.15,3.50,0.39,2.06,2.12,3.47,2.34,2.37
,8/3/17 0:49,2.15,3.03,0.39,2.25,2.12,3.40,2.36,2.18
,8/3/17 0:50,2.17,2.66,0.39,2.44,2.12,3.31,2.32,1.87
,8/3/17 0:51,1.23,2.40,0.39,2.62,2.12,3.25,2.29,1.62
,8/3/17 0:52,0.30,2.75,0.39,2.81,2.12,3.18,2.28,1.37
,8/3/17 0:53,0.30,3.56,0.39,2.97,2.12,3.15,2.30,1.31
,8/3/17 0:54,0.30,4.16,0.39,3.09,2.12,3.06,2.28,1.25
,8/3/17 0:55,0.30,4.47,0.39,3.28,2.12,3.06,2.27,0.94
,8/3/17 0:56,0.30,4.69,0.39,3.40,2.12,3.00,1.29,0.78
,8/3/17 0:57,1.67,4.84,0.38,3.53,2.13,2.93,0.31,1.16
,8/3/17 0:58,2.33,4.34,0.19,3.65,2.13,2.93,0.31,1.63
,8/3/17 0:59,2.18,3.53,0.00,4.44,2.14,2.87,0.31,2.13
,8/3/17 1:00,2.17,3.03,0.00,6.38,2.13,2.84,0.31,2.53
,8/3/17 1:01,2.18,2.69,0.00,8.22,2.13,2.81,0.31,2.97
,8/3/17 1:02,1.24,2.44,0.00,9.31,2.13,2.75,0.31,3.31
,8/3/17 1:03,0.30,2.69,0.00,9.56,2.12,2.75,2.55,3.47
,8/3/17 1:04,0.31,3.50,0.20,10.78,2.12,2.68,2.37,2.81
,8/3/17 1:05,0.30,4.09,0.00,7.56,2.12,2.62,2.34,2.13
,8/3/17 1:06,0.30,4.44,0.00,8.31,2.11,2.59,2.34,1.81
,8/3/17 1:07,0.30,4.65,0.00,10.19,2.12,2.56,2.30,1.56
,8/3/17 1:08,0.31,4.84,0.00,11.53,2.11,2.53,2.28,1.28
,8/3/17 1:09,2.34,4.56,0.39,9.97,2.10,2.47,2.27,1.00
,8/3/17 1:10,2.19,3.75,0.39,7.19,2.10,2.43,0.31,0.97
,8/3/17 1:11,2.17,3.19,0.39,6.50,2.10,2.40,0.31,1.38
,8/3/17 1:12,2.18,2.78,0.39,6.34,2.11,2.40,0.31,2.00
,8/3/17 1:13,1.25,2.47,0.39,6.28,2.12,2.34,0.31,2.50
,8/3/17 1:14,0.31,2.59,3.28,6.06,2.12,2.31,0.31,2.91
,8/3/17 1:15,0.31,3.37,3.29,4.66,2.13,2.25,0.31,3.28
,8/3/17 1:16,0.31,4.03,3.29,3.53,2.13,2.22,1.30,3.47
,8/3/17 1:17,0.31,4.37,3.30,2.78,2.11,2.22,2.39,3.03
,8/3/17 1:18,0.31,4.62,3.29,2.19,2.12,2.15,2.29,2.28
,8/3/17 1:19,0.31,4.81,3.27,1.87,2.11,2.12,2.31,1.87
,8/3/17 1:20,2.35,4.69,3.27,1.87,2.11,2.09,2.33,1.53
,8/3/17 1:21,2.22,3.84,3.28,1.53,2.11,2.06,2.34,1.25
,8/3/17 1:22,2.17,3.25,3.29,1.13,2.11,2.06,2.30,1.00
,8/3/17 1:23,2.19,2.78,3.29,0.72,2.10,2.00,0.31,1.03
,8/3/17 1:24,1.26,2.47,3.30,0.34,2.10,1.97,0.31,1.41
,8/3/17 1:25,0.31,2.44,3.26,-0.03,2.10,1.93,0.31,2.00
,8/3/17 1:26,0.31,3.15,3.29,-0.34,2.10,1.93,0.31,2.47
,8/3/17 1:27,0.31,4.03,3.29,-0.66,2.11,2.16,0.31,2.87
,8/3/17 1:28,0.31,4.56,3.31,-0.94,2.10,2.31,0.31,3.19
,8/3/17 1:29,0.30,4.78,3.24,-1.19,2.10,2.25,0.31,3.44
,8/3/17 1:30,1.67,4.75,3.28,-1.44,2.10,2.22,2.40,3.19
,8/3/17 1:31,2.26,3.94,3.25,-1.62,,2.12,2.30,2.40
,8/3/17 1:32,2.18,3.31,3.32,-1.81,2.10,2.12,2.25,1.84
,8/3/17 1:33,2.19,2.88,3.26,-2.06,2.11,2.06,2.28,1.56
,8/3/17 1:34,1.25,2.50,3.25,-2.25,2.11,1.97,2.28,1.22
,8/3/17 1:35,0.31,2.47,3.17,-2.37,2.11,1.93,1.30,0.97
,8/3/17 1:36,0.31,3.18,,-2.53,2.11,1.93,0.31,1.22
,8/3/17 1:37,0.31,3.91,3.10,-2.65,2.11,1.87,0.31,1.81
,8/3/17 1:38,0.31,4.31,3.20,-2.81,2.11,1.84,0.31,2.41
,8/3/17 1:39,0.31,4.56,3.22,-2.97,2.11,1.81,0.31,2.81
,8/3/17 1:40,0.30,4.72,3.21,-3.09,2.11,1.78,0.31,3.12
,8/3/17 1:41,1.34,4.84,3.17,-3.22,2.11,1.75,0.31,3.37
,8/3/17 1:42,2.32,4.22,0.39,-3.16,2.11,1.72,2.36,3.34
,8/3/17 1:43,2.19,3.50,0.39,-2.22,0.28,1.68,2.30,2.59
,8/3/17 1:44,2.19,3.00,0.39,-1.15,0.28,2.00,2.28,1.97
,8/3/17 1:45,2.20,2.59,0.39,-0.41,0.28,2.28,2.30,1.59
,8/3/17 1:46,0.31,2.34,0.39,0.09,2.44,2.47,2.32,1.28
,8/3/17 1:47,0.31,2.90,0.39,0.37,2.13,2.28,1.31,1.03
,8/3/17 1:48,0.31,3.75,0.39,0.59,2.05,2.34,0.31,1.16
,8/3/17 1:49,0.31,4.22,0.39,0.75,2.08,2.40,0.31,1.69
,8/3/17 1:50,0.31,4.50,0.39,0.90,2.09,2.37,0.31,2.68
,8/3/17 1:51,0.31,4.69,0.39,1.12,2.10,2.28,0.31,3.25
,8/3/17 1:52,1.71,4.84,0.39,1.44,2.11,2.15,1.20,3.47
,8/3/17 1:53,2.36,4.37,0.39,1.78,2.11,2.09,2.39,3.06
,8/3/17 1:54,2.21,3.56,0.39,2.06,2.10,2.03,2.30,2.28
,8/3/17 1:55,2.20,3.03,0.39,2.31,2.11,1.93,2.27,1.78
,8/3/17 1:56,,2.66,0.39,2.50,2.11,1.87,2.27,1.56
,8/3/17 1:57,,2.37,0.39,2.72,2.11,1.84,2.28,1.31
,8/3/17 1:58,0.31,2.81,0.39,2.94,2.11,1.78,1.30,1.00
,8/3/17 1:59,0.31,3.59,0.39,3.12,2.11,1.75,0.31,1.16
,8/3/17 2:00,0.31,4.16,0.39,3.28,2.11,1.72,0.31,1.69
,8/3/17 2:01,0.31,4.44,0.39,3.47,2.11,1.68,0.31,2.25
,8/3/17 2:02,0.31,4.62,0.39,3.62,2.11,1.62,0.31,2.66
,8/3/17 2:03,0.31,4.78,0.39,3.78,2.12,1.62,0.31,3.00
,8/3/17 2:04,2.32,4.72,0.39,3.90,2.12,1.78,0.31,3.25
,8/3/17 2:05,2.28,3.94,0.38,4.09,2.13,2.31,0.31,3.47
,8/3/17 2:06,2.21,3.31,0.39,4.22,2.12,2.53,2.40,3.25
,8/3/17 2:07,2.22,2.81,0.38,4.34,2.11,2.34,2.32,2.44
,8/3/17 2:08,1.27,2.47,0.39,4.47,2.11,2.22,2.30,1.81
,8/3/17 2:09,0.32,2.47,0.39,4.59,2.12,2.09,2.29,1.50
,8/3/17 2:10,0.32,3.18,0.38,4.72,2.12,1.97,2.27,1.16
,8/3/17 2:11,0.32,3.88,0.38,4.84,2.12,1.87,0.31,1.09
,8/3/17 2:12,0.32,4.31,0.38,4.97,2.12,1.78,0.31,1.50
,8/3/17 2:13,0.32,4.53,0.38,5.09,2.12,1.75,0.31,2.22
,8/3/17 2:14,0.32,4.72,0.38,5.22,2.12,1.68,0.31,2.72
,8/3/17 2:15,1.32,4.84,0.38,5.31,1.20,1.59,0.31,3.00
,8/3/17 2:16,2.36,4.28,0.38,5.40,0.28,1.72,0.31,3.28
,8/3/17 2:17,2.22,3.47,0.38,5.53,0.28,2.25,0.31,3.50
,8/3/17 2:18,2.21,2.97,0.38,5.59,1.10,2.78,2.38,3.22
,8/3/17 2:19,2.22,2.59,0.38,5.69,2.24,2.75,2.26,2.41
,8/3/17 2:20,0.32,2.40,0.38,5.78,2.03,2.50,2.26,1.91
,8/3/17 2:21,0.32,2.94,0.38,5.90,2.04,2.43,2.28,1.53
,8/3/17 2:22,0.32,4.03,3.17,5.59,,2.34,2.30,1.16
,8/3/17 2:23,1.37,4.87,3.19,4.34,2.10,2.22,0.31,1.06
,8/3/17 2:24,2.31,4.09,3.19,3.28,2.11,2.09,0.31,1.44
,8/3/17 2:25,2.21,3.41,3.21,2.47,2.11,1.97,0.31,2.09
,8/3/17 2:26,2.22,3.03,3.20,2.06,2.11,1.87,0.31,2.59
,8/3/17 2:27,2.24,2.66,3.17,1.47,2.10,1.81,0.31,2.97
,8/3/17 2:28,0.32,2.40,3.18,1.03,2.10,1.75,0.31,3.25
,8/3/17 2:29,0.32,2.84,3.18,0.66,2.10,1.68,0.31,3.44
,8/3/17 2:30,0.31,3.66,3.22,0.28,2.09,1.62,2.36,3.37
,8/3/17 2:31,0.31,4.12,3.22,-0.12,1.19,1.59,2.31,2.62
,8/3/17 2:32,0.31,4.44,3.18,-0.47,0.28,1.75,2.28,2.03
,8/3/17 2:33,0.31,4.59,3.19,-0.78,0.28,2.47,2.32,1.62
,8/3/17 2:34,0.31,4.78,3.18,-1.03,1.16,3.13,2.30,1.31
,8/3/17 2:35,2.33,4.75,3.22,-1.28,2.22,3.06,1.29,1.03
,8/3/17 2:36,2.27,3.97,3.19,-1.53,2.02,2.65,0.31,1.28
,8/3/17 2:37,2.20,3.31,3.18,-1.78,2.05,2.65,0.31,1.87
,8/3/17 2:38,2.22,2.84,3.16,-2.00,2.08,2.75,0.31,2.50
,8/3/17 2:39,1.27,2.56,3.22,-2.22,2.09,2.72,0.31,2.84
,8/3/17 2:40,0.32,2.53,3.19,-2.37,2.09,2.56,0.31,3.12
,8/3/17 2:41,0.31,3.22,3.18,-2.53,2.09,2.34,0.31,3.37
,8/3/17 2:42,0.31,3.94,3.17,-2.69,2.10,2.22,1.34,3.50
,8/3/17 2:43,0.31,4.31,3.22,-2.87,2.10,2.09,2.38,2.84
,8/3/17 2:44,0.31,4.53,3.16,-3.03,2.12,2.25,2.26,2.09
,8/3/17 2:45,0.31,4.72,3.18,-3.15,2.12,2.47,2.29,1.72
,8/3/17 2:46,1.35,4.84,3.20,-3.28,2.11,2.53,2.30,1.38
,8/3/17 2:47,2.31,4.15,1.78,-3.37,2.12,2.34,1.31,1.06
,8/3/17 2:48,2.21,3.41,0.40,-3.09,2.12,2.18,0.31,1.12
,8/3/17 2:49,2.21,2.94,0.40,-1.97,2.10,2.06,0.31,1.50
,8/3/17 2:50,2.23,2.59,0.40,-0.94,2.12,1.97,0.31,2.38
,8/3/17 2:51,0.32,2.44,0.40,-0.25,2.12,1.84,0.31,2.78
,8/3/17 2:52,0.32,3.06,0.40,0.16,2.12,1.75,0.31,3.09
,8/3/17 2:53,0.32,3.78,,0.44,2.12,1.68,0.31,3.31
,8/3/17 2:54,0.32,4.22,0.40,0.62,2.12,1.62,0.31,3.53
,8/3/17 2:55,0.32,4.50,0.40,0.78,2.12,1.56,2.40,3.12
,8/3/17 2:56,0.32,4.72,0.39,0.97,2.13,1.50,2.30,2.28
,8/3/17 2:57,0.32,4.84,0.39,1.25,2.12,1.40,2.31,1.72
,8/3/17 2:58,2.38,4.43,0.39,1.59,2.12,1.37,2.31,1.44
,8/3/17 2:59,2.22,3.62,0.39,1.91,2.12,1.34,2.31,1.16
,8/3/17 3:00,2.21,3.06,0.39,2.15,2.12,1.28,0.31,1.12
,8/3/17 3:01,2.23,2.72,0.39,2.37,0.28,1.28,0.31,1.56
,8/3/17 3:02,0.32,2.43,0.39,2.56,0.28,1.78,0.31,2.22
,8/3/17 3:03,0.32,2.81,0.39,2.75,0.28,2.56,0.31,2.69
,8/3/17 3:04,0.32,3.62,0.39,2.94,2.22,3.00,0.31,3.00
,8/3/17 3:05,0.32,4.16,0.39,3.12,2.06,2.59,0.31,3.25
,8/3/17 3:06,0.32,4.44,0.39,3.31,2.03,2.40,0.31,3.50
,8/3/17 3:07,0.31,4.65,0.39,3.47,2.06,2.28,2.39,3.25
,8/3/17 3:08,0.31,4.84,0.39,3.62,2.07,2.15,2.31,2.40
,8/3/17 3:09,2.37,4.75,0.39,3.78,2.09,1.97,2.28,1.78
,8/3/17 3:10,2.28,3.90,0.39,3.90,2.10,1.90,2.27,1.50
,8/3/17 3:11,2.23,3.25,0.39,4.03,2.09,1.78,2.28,1.25
,8/3/17 3:12,2.24,2.84,0.39,4.22,2.10,1.65,0.31,1.12
,8/3/17 3:13,1.28,2.47,0.39,4.34,2.10,1.59,0.31,1.50
,8/3/17 3:14,0.32,2.50,0.39,4.47,2.11,1.50,0.31,2.22
,8/3/17 3:15,0.32,3.28,0.39,4.59,2.11,1.43,0.31,2.72
,8/3/17 3:16,0.32,3.94,0.39,4.72,2.12,1.34,0.31,3.00
,8/3/17 3:17,0.32,4.31,0.39,4.84,2.12,1.31,0.31,3.28
,8/3/17 3:18,0.32,4.56,0.39,4.90,2.11,1.25,0.31,3.47
,8/3/17 3:19,0.32,4.75,0.39,5.03,2.11,1.22,2.38,3.25
,8/3/17 3:20,1.34,4.87,0.39,5.15,2.11,1.15,2.29,2.44
,8/3/17 3:21,2.38,4.28,0.39,5.28,2.11,1.09,2.27,1.91
,8/3/17 3:22,2.24,3.50,0.39,5.37,0.28,1.25,2.31,1.53
,8/3/17 3:23,2.24,3.00,0.39,5.47,0.28,1.90,2.34,1.22
,8/3/17 3:24,2.24,2.62,0.39,5.59,0.28,2.75,1.15,1.06
,8/3/17 3:25,0.32,2.37,0.39,5.65,2.23,2.84,0.31,1.38
,8/3/17 3:26,0.32,2.97,0.39,5.78,2.02,2.37,0.31,2.03
,8/3/17 3:27,0.32,4.12,0.39,5.84,2.04,2.22,0.31,2.56
,8/3/17 3:28,0.32,4.62,3.19,5.78,2.07,2.09,0.31,2.87
,8/3/17 3:29,0.32,4.84,3.19,4.56,2.10,1.90,0.31,3.19
,8/3/17 3:30,2.41,4.56,3.21,3.47,2.09,1.78,0.31,3.37
,8/3/17 3:31,2.27,3.75,3.21,2.66,2.11,1.65,0.31,3.56
,8/3/17 3:32,2.24,3.16,3.19,2.06,2.11,1.53,,
,8/3/17 3:33,2.24,2.84,3.18,1.53,2.10,1.43,,3.12
,8/3/17 3:34,1.28,2.50,3.19,1.09,2.10,1.37,,2.31
,8/3/17 3:35,0.32,2.59,3.17,0.69,2.10,1.28,,1.78
,8/3/17 3:36,0.32,3.37,3.22,0.43,2.10,1.25,,1.41
,8/3/17 3:37,0.32,4.06,3.19,-0.09,2.10,1.15,,1.09
,8/3/17 3:38,0.32,4.41,3.18,-0.44,1.19,1.12,,1.22
,8/3/17 3:39,0.32,4.69,3.19,-0.72,0.28,1.53,,1.81
,8/3/17 3:40,0.32,4.81,3.20,-1.00,0.28,3.75,,2.47
,8/3/17 3:41,2.40,4.69,3.20,-1.31,1.30,6.75,,2.81
,8/3/17 3:42,2.26,3.87,3.15,-1.56,2.24,7.90,,3.06
,8/3/17 3:43,2.22,3.25,3.19,-1.78,2.07,8.94,,3.31
,8/3/17 3:44,2.23,2.81,3.19,-2.00,2.11,9.62,,3.47
,8/3/17 3:45,1.28,2.47,3.21,-2.22,2.13,10.09,,3.44
,8/3/17 3:46,0.32,2.50,3.14,-2.40,2.13,10.44,,2.62
,8/3/17 3:47,0.32,3.19,3.18,-2.59,2.14,10.72,,1.94
,8/3/17 3:48,0.32,3.91,3.20,-2.75,2.16,11.06,,1.53
,8/3/17 3:49,0.32,4.31,3.19,-2.93,2.16,11.18,,1.22
,8/3/17 3:50,0.32,4.56,3.15,-3.03,2.16,11.28,,1.19
,8/3/17 3:51,0.32,4.75,3.14,-3.19,2.17,11.40,,1.62
,8/3/17 3:52,1.39,4.81,3.21,-3.34,2.17,11.34,,2.28
,8/3/17 3:53,2.33,4.09,1.75,-3.43,2.15,10.91,,2.69
,8/3/17 3:54,2.24,3.41,0.40,-3.12,2.17,10.37,,3.00
,8/3/17 3:55,2.25,2.94,0.40,-1.97,2.16,9.75,,3.22
,8/3/17 3:56,2.26,2.59,0.40,-0.97,2.16,9.28,,3.40
,8/3/17 3:57,0.32,2.50,0.40,-0.25,2.15,8.97,,3.56
,8/3/17 3:58,0.32,3.09,0.40,0.06,2.16,8.84,,3.09
,8/3/17 3:59,0.32,3.81,0.40,0.31,2.14,8.62,,2.25
,8/3/17 4:00,0.32,4.28,0.39,1.00,2.13,8.47,,1.78
,8/3/17 4:01,0.32,4.50,0.40,1.44,2.13,8.28,,1.34
,8/3/17 4:02,0.32,4.72,0.40,1.72,2.13,8.09,,1.06
,8/3/17 4:03,0.32,4.87,0.40,2.00,2.15,7.97,,1.34
,8/3/17 4:04,2.42,4.47,0.40,2.25,2.15,7.84,,1.97
,8/3/17 4:05,2.26,3.66,0.40,2.47,2.13,7.69,,2.53
,8/3/17 4:06,2.25,3.06,0.39,2.69,2.12,7.44,,2.81
,8/3/17 4:07,2.25,2.69,0.39,2.87,2.13,7.25,,3.09
,8/3/17 4:08,0.32,2.40,0.39,3.06,2.13,7.09,,3.31
,8/3/17 4:09,0.32,2.78,0.39,3.25,2.13,6.90,,3.47
,8/3/17 4:10,0.32,3.59,0.39,3.40,2.13,6.81,,3.47
,8/3/17 4:11,0.32,4.13,0.39,3.59,2.12,6.69,,2.72
,8/3/17 4:12,0.32,4.44,0.39,3.93,2.14,6.53,,1.94
,8/3/17 4:13,0.32,4.62,0.39,5.09,2.13,6.44,,1.59
,8/3/17 4:14,0.32,4.81,0.39,5.34,2.13,6.34,,1.16
,8/3/17 4:15,2.39,4.72,0.39,5.37,2.12,6.22,,1.12
,8/3/17 4:16,2.31,3.90,0.39,5.97,2.13,6.12,,1.62
,8/3/17 4:17,2.25,3.25,0.39,6.03,2.12,6.03,,2.28
,8/3/17 4:18,2.25,2.81,0.39,6.37,2.13,5.93,,2.69
,8/3/17 4:19,1.28,2.44,0.39,6.84,2.12,5.84,,2.94
,8/3/17 4:20,0.32,2.50,0.39,7.06,2.12,5.78,,3.19
,8/3/17 4:21,0.32,3.22,0.39,7.53,2.14,5.65,,3.34
,8/3/17 4:22,0.32,3.94,0.39,7.81,2.14,5.59,,3.53
,8/3/17 4:23,0.32,4.28,0.39,8.12,2.13,5.53,,3.25
,8/3/17 4:24,0.32,4.53,1.80,8.06,2.12,5.47,,2.40
,8/3/17 4:25,0.32,4.72,3.19,6.84,2.12,5.40,,1.84
,8/3/17 4:26,1.40,4.84,3.20,5.72,2.13,5.34,,1.41
,8/3/17 4:27,2.41,4.40,3.20,5.28,2.13,5.28,,1.12
,8/3/17 4:28,2.25,3.59,3.19,4.94,2.14,5.22,,1.38
,8/3/17 4:29,2.24,3.03,3.18,4.38,2.13,5.12,,2.03
,8/3/17 4:30,2.26,2.66,3.18,3.97,2.13,5.06,,2.53
,8/3/17 4:31,0.32,2.43,3.19,4.06,2.14,5.00,,2.87
,8/3/17 4:32,0.32,2.87,3.19,3.78,2.13,4.93,,3.12
,8/3/17 4:33,0.32,3.62,3.19,3.41,2.14,4.87,,3.28
,8/3/17 4:34,,4.16,3.19,3.03,2.13,4.84,,3.47
,8/3/17 4:35,0.32,4.44,3.19,2.69,2.12,4.78,,3.50
,8/3/17 4:36,0.32,4.65,3.19,2.37,2.14,4.75,,2.78
,8/3/17 4:37,0.32,4.78,3.18,2.06,2.14,4.68,,2.03
,8/3/17 4:38,2.35,4.72,3.17,1.78,2.14,4.62,,1.56
,8/3/17 4:39,2.29,3.90,3.18,1.50,2.13,4.62,,1.16
,8/3/17 4:40,2.24,3.25,3.18,1.28,2.12,4.56,,1.15
,8/3/17 4:41,2.25,2.81,3.17,1.00,2.12,4.56,,1.69
,8/3/17 4:42,1.28,2.47,3.17,0.78,2.12,4.50,,2.31
,8/3/17 4:43,0.32,2.59,3.17,0.56,2.12,4.43,,2.72
,8/3/17 4:44,0.32,3.34,3.17,0.31,2.11,4.40,0.31,3.00
,8/3/17 4:45,0.32,4.00,3.17,0.09,2.11,4.37,0.31,3.19
,8/3/17 4:46,0.32,4.37,3.16,-0.06,2.12,4.31,0.31,3.34
,8/3/17 4:47,0.32,4.62,3.16,-0.28,2.12,4.28,0.31,3.53
,8/3/17 4:48,0.32,4.78,3.16,-0.40,2.11,4.22,2.40,3.22
,8/3/17 4:49,1.34,4.87,3.16,-0.38,2.11,4.18,2.34,2.40
,8/3/17 4:50,2.37,4.22,3.16,-0.18,2.11,4.15,2.28,1.75
,8/3/17 4:51,2.23,3.47,3.16,-0.22,2.11,4.12,2.25,1.34
,8/3/17 4:52,2.24,2.97,3.16,-0.13,2.11,4.06,1.28,1.06
,8/3/17 4:53,2.25,2.68,3.17,0.75,2.11,4.00,0.31,1.28
,8/3/17 4:54,0.32,2.40,3.17,0.69,2.12,3.97,0.31,2.00
,8/3/17 4:55,0.32,2.87,3.17,0.47,2.12,3.93,0.31,2.56
,8/3/17 4:56,0.32,3.66,3.17,0.28,2.11,3.87,0.31,2.87
